소재지도로명주소,카메라대수,위도,경도,데이터기준일자,소재지지번주소,,,,,,,,구미동,133,구미동,133
"경기도 성남시 분당구 동판교로 153, 801동 740-1호 번지(삼평동, 봇들마을8단지주공휴먼시아아파트)",1,37.3960521,127.1141499,2018.4.1,경기도 성남시 분당구 삼평동 742번지 801동앞 인도변(변경전 : 백현동 740-1번지),,,,,,,,,,,
"경기도 성남시 수정구 가마절로 2, 거리(복정동)",3,37.4622037,127.1416868,2018.4.1,경기도 성남시 수정구 복정동 49-2번지 우남로 삼거리,,,,,,,,,,,
경기도 성남시 수정구 단대천교앞분당수서간진입중앙로,2,37.4329234,127.1247003,2018.4.1,"경기도 성남시 수정구 수진2동 4758-11번지 단대천교앞, 분당수서간진입(중앙로)",,,,,,,,,,,
"경기도 성남시 중원구 순암로 787, 영생관리사업소앞아리랑고개  (갈현동)",1,37.4186182,127.183264,2018.4.1,경기도 성남시 중원구 갈현동 112번지 영생관리사업소 앞 아리랑고개,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로 567, 이배재고개성남소각장옆  (상대원동)",1,37.432402,127.1818555,2018.4.1,경기도 성남시 중원구 상대원1동 420번지 이배재고개 성남소각장 옆,,,,,,,,,,,
"경기도 성남시 중원구 순환로379번길 20, 은행중학교  (은행동)",1,37.4548405,127.1721687,2018.4.1,경기도 성남시 중원구 은행2동 산61-11번지 은행중학교 부근(순환로),,,,,,,,,,,
"경기도 성남시 분당구 미금로 23, (구미동, 무지개마을대림1단지)",1,37.3381763,127.1162403,2018.4.1,경기도 성남시 분당구 구미동 211번지 무지개마을 대림@ 앞(미금로),,,,,,,,,,,
"경기도 성남시 분당구 중앙공원로39번길 12, 서현초등학교 31호 서현어린이공원 분당 주변(서현동)",2,37.3820487,127.1271136,2018.4.1,경기도 성남시 분당구 서현1동 89-6번지 서현어린이공원(분당31호) 서현초등학교 주변,,,,,,,,,,,
"경기도 성남시 중원구 박석로41번길 25, 앞미용실앞  (상대원동)",3,37.4364824,127.1632222,2018.4.1,경기도 성남시 중원구 상대원1동 1517번지 앞(미용실 앞),,,,,,,,,,,
"경기도 성남시 중원구 박석로57번길 5-1, (상대원동)",1,37.4378635,127.1653418,2018.4.1,경기도 성남시 중원구 상대원1동 1255번지,,,,,,,,,,,
"경기도 성남시 중원구 박석로5번길 12, (상대원동)",4,37.433321,127.164801,2018.4.1,경기도 성남시 중원구 상대원1동 1420-2번지,,,,,,,,,,,
"경기도 성남시 중원구 희망로343번길 24, 대원초등학교 4251호 부근 로표기(상대원동)",2,37.4372636,127.1565862,2018.4.1,경기도 성남시 중원구 상대원2동 4236 대원초등학교 부근(4251로표기),,,,,,,,,,,
"경기도 성남시 중원구 금상로57번길 7, (상대원동, 빛나아트맨션)",3,37.4408364,127.1618296,2018.4.1,경기도 성남시 중원구 상대원2동 2991-2 부근,,,,,,,,,,,
"경기도 성남시 중원구 금상로 9, 부근  (상대원동)",2,37.4372103,127.1587927,2018.4.1,경기도 성남시 중원구 상대원2동 2999-17 부근,,,,,,,,,,,
"경기도 성남시 분당구 수내로192번길 12, 수내중  초입(수내동)",4,37.370401,127.127211,2018.4.1,경기도 성남시 분당구 수내3동 78번지 수내중 옆 보행자도로 초입,,,,,,,,,,,
"경기도 성남시 분당구 불정로 288, 샛별중학교  (수내동)",5,37.369161,127.128891,2018.4.1,경기도 성남시 분당구 수내3동 164-3번지 샛별중학교,,,,,,,,,,,
"경기도 성남시 분당구 황새울로 4, 분당중학교  부근(정자동)",1,37.3609216,127.1114648,2018.4.1,경기도 성남시 분당구 정자동 143-1번지 분당중학교부근,,,,,,,,,,,
"경기도 성남시 분당구 황새울로 74, 신기초등학교  주변(정자동)",3,37.3667436,127.1105123,2018.4.1,경기도 성남시 분당구 정자동 89번지 신기초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 황새울로132번길 16-1, 맞은편학교  쪽(정자동)",3,37.3727556,127.1114751,2018.4.1,경기도 성남시 분당구 정자동 35-8번지 맞은편(학교쪽),,,,,,,,,,,
"경기도 성남시 분당구 내정로7번길 24, 앞은혜유치원  (정자동)",1,37.360902,127.1119464,2018.4.1,경기도 성남시 분당구 정자동 144번지 앞(은혜유치원),,,,,,,,,,,
"경기도 성남시 수정구 탄리로23번길 11-1, (수진동)",3,37.4382633,127.1375672,2018.4.1,경기도 성남시 수정구 수진1동 1899번지 앞,,,,,,,,,,,
"경기도 성남시 수정구 제일로124번길 18, (수진동)",3,37.4381432,127.1349981,2018.4.1,경기도 성남시 수정구 수진1동 1515번지 앞,,,,,,,,,,,
"경기도 성남시 수정구 산성대로149번길 24-2, (수진동)",1,37.4373747,127.134566,2018.4.1,경기도 성남시 수정구 수진1동 1373번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로 21, 성현어린이집  (수진동)",3,37.4384896,127.1386754,2018.4.1,경기도 성남시 수정구 수진1동 1921번지(성현어린이집),,,,,,,,,,,
"경기도 성남시 수정구 산성대로173번길 4, (수진동)",3,37.436521,127.137661,2018.4.1,경기도 성남시 수정구 수진1동 2253번지,,,,,,,,,,,
"경기도 성남시 수정구 수정로136번길 30, (수진동)",2,37.439521,127.136251,2018.4.1,경기도 성남시 수정구 수진1동 792번지,,,,,,,,,,,
"경기도 성남시 수정구 제일로98번길 2, (수진동)",5,37.435451,127.134371,2018.4.1,경기도 성남시 수정구 수진1동 2679-33번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로 39, (수진동)",5,37.440091,127.136791,2018.4.1,경기도 성남시 수정구 수진1동 664번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로54번길 1, (수진동)",3,37.440381,127.133741,2018.4.1,경기도 성남시 수정구 수진1동 273번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로195번길 3, (수진동)",5,37.437521,127.139541,2018.4.1,경기도 성남시 수정구 수진1동 2167번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로173번길 5-1, (수진동)",5,37.436761,127.137501,2018.4.1,경기도 성남시 수정구 수진1동 2545번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로149번길 15, (수진동)",5,37.436481,127.134821,2018.4.1,경기도 성남시 수정구 수진1동 2879번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로 31, 성체유치원주변  (수진동)",4,37.439147,127.1374551,2018.4.1,경기도 성남시 수정구 수진1동 664-2번지 성체유치원 주변,,,,,,,,,,,
,2,37.4383696,127.1288721,2018.4.1,경기도 성남시 수정구 수진2동 3030번지 푸른꿈 어린이놀이터(동사무소 뒤),,,,,,,,,,,
"경기도 성남시 중원구 금상로50번길 8, 부근  (상대원동)",2,37.439379,127.1624493,2018.4.1,경기도 성남시 중원구 상대원3동 2364 부근,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로389번길 15, 부근계단  (상대원동)",3,37.4348964,127.1602466,2018.4.1,경기도 성남시 중원구 상대원3동 1814 부근 계단,,,,,,,,,,,
"경기도 성남시 분당구 미금로 121, 오리초등학교  주변(구미동)",1,37.3441478,127.1153513,2018.4.1,경기도 성남시 구미동 115번지 오리초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 운중로 129, 운중주민센터  (운중동)",1,37.3919266,127.0774065,2018.4.1,경기도 성남시 운중동 963번지 운중주민센터사거리,,,,,,,,,,,
경기도 성남시 분당구 눈꽃어린이공원광장진입로,1,37.3913941,127.0836965,2018.4.1,경기도 성남시 분당구 운중동 1012번지 눈꽃어린이공원 광장 진입로 입구,,,,,,,,,,,
,1,37.3902444,127.0850306,2018.4.1,경기도 성남시 분당구 운중동 1034-4번지 F5-1블럭 주택지역 내 주유소 뒤,,,,,,,,,,,
"경기도 성남시 분당구 산운로 126, 앞 사거리(운중동, 산운마을대방노블랜드9단지)",1,37.3917731,127.0752031,2018.4.1,경기도 성남시 분당구 운중동 898-6번지 대방 노블랜드 앞 사거리 (운중로),,,,,,,,,,,
"경기도 성남시 분당구 산운로170번길 3-3, 주택 E5동  지역 내(운중동)",1,37.3929224,127.0811355,2018.4.1,경기도 성남시 분당구 운중동 1001-5번지 E5-2블럭 주택지역 내,,,,,,,,,,,
,1,37.3922544,127.0808003,2018.4.1,경기도 성남시 분당구 운중동 999-10번지 E5-2블럭 주택지역 내 쓰레기 투입구 앞,,,,,,,,,,,
,1,37.3941795,127.081067,2018.4.1,경기도 성남시 분당구 운중동 991-1번지 배수지 입구,,,,,,,,,,,
"경기도 성남시 분당구 정자일로 100, B동 지하층  야생화보도  맞은편(정자동, 미켈란쉐르빌)",2,37.3576315,127.1080261,2018.4.1,경기도 성남시 분당구 정자동 183-2 야생화지하보도(미켈란 쉐르빌B동 성남대로 맞은편),,,,,,,,,,,
,1,37.3582617,127.1064226,2018.4.1,경기도 성남시 분당구 정자1동 182번지 늘푸른어린이공원(분당56호),,,,,,,,,,,
"경기도 성남시 수정구 시민로257번길 8, 참사랑어린이집부근  (태평동)",3,37.4505229,127.1386063,2018.4.1,경기도 성남시 수정구 태평4동 129번지 참사랑어린이집 부근,,,,,,,,,,,
"경기도 성남시 중원구 희망로326번길 6, (상대원동)",3,37.4350075,127.158671,2018.4.1,경기도 성남시 중원구 상대원3동 2045번지,,,,,,,,,,,
"경기도 성남시 분당구 정자일로 87, 늘푸른초등학교  주변(정자동)",3,37.3580047,127.1052104,2018.4.1,경기도 성남시 분당구 정자1동 178-5 늘푸른초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 성남대로343번길 5, 출구사이미관광장 3동 4호 정자역 번(정자동)",5,37.366241,127.107531,2018.4.1,경기도 성남시 분당구 정자1동 26(정자역 3-4번 출구사이 미관광장),,,,,,,,,,,
,1,37.3704978,127.1167369,2018.4.1,경기도 성남시 분당구 정자2동 103번지 능골공원 내 화장실 주변,,,,,,,,,,,
,3,37.3616413,127.1209052,2018.4.1,경기도 성남시 분당구 정자3동 204번지 불정어린이공원(분당54호),,,,,,,,,,,
"경기도 성남시 분당구 내정로 20, 탄천초등학교 53호 정든어린이공원 분당 주변(정자동)",3,37.3615788,127.1165988,2018.4.1,경기도 성남시 분당구 정자3동 196번지 정든어린이공원(분당53호) 탄천초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 불곡남로 5, (정자동)",1,37.3607965,127.1195385,2018.4.1,경기도 성남시 분당구 정자3동 225,,,,,,,,,,,
"경기도 성남시 분당구 불곡로25번길 11-1, (정자동)",2,37.3591323,127.1257225,2018.4.1,경기도 성남시 분당구 정자3동 237-18번지,,,,,,,,,,,
"경기도 성남시 분당구 내정로 20, 탄천초등학교  주변(정자동)",3,37.3616378,127.1156439,2018.4.1,경기도 성남시 분당구 정자3동 195번지 탄천초등학교 주변,,,,,,,,,,,
"경기도 성남시 수정구 산성대로157번길 9, 부근  (수진동)",3,37.4362642,127.1358825,2018.4.1,경기도 성남시 수정구 수진1동 2793번지 부근,,,,,,,,,,,
"경기도 성남시 수정구 탄리로 57, 성남벤처빌딩  앞(수진동)",5,37.4411311,127.1357254,2018.4.1,경기도 성남시 수정구 수진1동 587번지 성남벤처빌딩 앞,,,,,,,,,,,
,2,37.4391029,127.1342459,2018.4.1,경기도 성남시 수정구 수진1동 1137번지 산마루 어린이놀이터,,,,,,,,,,,
"경기도 성남시 수정구 탄리로17번길 32, (수진동)",5,37.437191,127.136421,2018.4.1,경기도 성남시 수정구 수진1동 1669번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로44번길 16, (수진동)",5,37.439021,127.133191,2018.4.1,경기도 성남시 수정구 수진1동 1272번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로31번길 13, (수진동)",5,37.438641,127.136641,2018.4.1,경기도 성남시 수정구 수진1동 1770번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로44번길 24, (수진동)",4,37.438371,127.133491,2018.4.1,경기도 성남시 수정구 수진1동 1276-1번지,,,,,,,,,,,
"경기도 성남시 수정구 수정남로62번길 16, (수진동)",4,37.4396179,127.1352335,2018.4.1,경기도 성남시 수정구 수진1동 943번지,,,,,,,,,,,
"경기도 성남시 수정구 산성대로 203, (수진동)",5,37.437731,127.140591,2018.4.1,경기도 성남시 수정구 수진1동 2204번지,,,,,,,,,,,
"경기도 성남시 수정구 모란로 11, 성수초등학교 9호 주변 모란역 번출구(수진동)",3,37.4342306,127.128344,2018.4.1,경기도 성남시 수정구 수진2동 4626번지 성수초등학교 주변 모란역 9번출구,,,,,,,,,,,
경기도 성남시 분당구 대로,1,37.3998419,127.1097329,2018.4.1,경기도 성남시 분당구 삼평동 667-7번지 판교소방서 대로 건너편 저류지 앞 사거리,,,,,,,,,,,
"경기도 성남시 중원구 광명로242번길 11, (중앙동)",1,37.4411905,127.1541351,2018.4.1,경기도 성남시 중원구 중앙동 2209,,,,,,,,,,,
"경기도 성남시 중원구 순환로379번길 27, (은행동)",1,37.4568717,127.1707775,2018.4.1,경기도 성남시 중원구 은행2동 930-1,,,,,,,,,,,
"경기도 성남시 분당구 수내로90번길 26, 초림초등학교  후문(수내동)",1,37.3766994,127.1178501,2018.4.1,경기도 성남시 수내1동 35번지 초림초등학교 후문,,,,,,,,,,,
"경기도 성남시 분당구 내정로 152, 동하나은행앞(수내동, 파크타운롯데아파트)",1,37.3717994,127.1187757,2018.4.1,경기도 성남시 수내2동 55 동신파크 하나은행앞,,,,,,,,,,,
"경기도 성남시 분당구 내정로17번길 2, 대우푸르지오시티앞  (정자동)",1,37.3624708,127.1144606,2018.4.1,경기도 성남시 정자1동 127-3 대우푸르지오시티앞,,,,,,,,,,,
"경기도 성남시 분당구 정자일로 165, 분당경찰서  주변(정자동)",1,37.365284,127.105381,2018.4.1,경기도 성남시 정자1동 160 분당경찰서주변,,,,,,,,,,,
"경기도 성남시 분당구 정자일로 87, 늘푸른초등학교  주변(정자동)",1,37.3581459,127.1052408,2018.4.1,경기도 성남시 정자1동 178-5 늘푸른초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 황새울로311번길 37, 성남교육지원청앞  (서현동)",1,37.3873123,127.1203411,2018.4.1,경기도 성남시 서현1동 259-3 성남교육지원청앞,,,,,,,,,,,
"경기도 성남시 분당구 중앙공원로32번길 20, 분당초등학교  주변(서현동)",1,37.3786438,127.1296823,2018.4.1,경기도 성남시 서현1동 92-1번지 분당초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 돌마로476번길 30, 서당초등학교  주변(서현동)",1,37.3745552,127.1347709,2018.4.1,경기도 성남시 서현2동 303번지 서당초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 양현로 104, 안말초등학교  정문(이매동)",1,37.3931447,127.1259073,2018.4.1,경기도 성남시 이매1동 118번지 안말초등학교 정문,,,,,,,,,,,
경기도 성남시 분당구 경수고속도로,2,37.3951687,127.0775753,2018.4.1,경기도 성남시 분당구 운중동 921-3번지 경수고속도로 서판교 IC사거리 진입부,,,,,,,,,,,
"경기도 성남시 분당구 판교원로82번길 30, 앞(운중동, 산운마을태영13단지)",4,37.3951687,127.0775753,2018.4.1,경기도 성남시 분당구 운중동 922-3번지 두밀사거리 태영데시앙 아파트 앞,,,,,,,,,,,
"경기도 성남시 분당구 판교원로82번길 60, 옆(운중동, 산운마을경남아너스빌14단지)",2,37.384421,127.074115,2018.4.1,경기도 성남시 분당구 운중동 916번지 두밀사거리 경남아너스빌 옆,,,,,,,,,,,
"경기도 성남시 분당구 대왕판교로645번길 21, 판교IC진입부  (삼평동)",4,37.399494,127.1037992,2018.4.1,경기도 성남시 분당구 삼평동 637번지 판교IC 진입부,,,,,,,,,,,
"경기도 성남시 중원구 원터로69번길 10-1, 맞은편전주  (성남동)",1,37.432881,127.1420105,2018.4.1,경기도 성남시 중원구 성남동 2964 맞은편 전주,,,,,,,,,,,
"경기도 성남시 중원구 광명로264번길 26-2, 2호 노인정 가로등(중앙동, 새한아트빌라)",1,37.4416279,127.1577159,2018.4.1,경기도 성남시 중원구 중앙동 1906 맞은편 제2노인정 가로등,,,,,,,,,,,
"경기도 성남시 중원구 은행로 85, (은행동)",1,37.4520515,127.1689274,2018.4.1,경기도 성남시 중원구 은행1동 2192,,,,,,,,,,,
"경기도 성남시 중원구 산성대로518번길 23, (은행동, 동신빌라)",1,37.4561436,127.1661615,2018.4.1,경기도 성남시 중원구 은행2동 1426-1,,,,,,,,,,,
,1,37.4544171,127.1637257,2018.4.1,경기도 성남시 중원구 은행2동 1822-1,,,,,,,,,,,
"경기도 성남시 중원구 금빛로98번길 14-2, (금광동)",1,37.4464141,127.1651494,2018.4.1,경기도 성남시 중원구 금광2동 2782,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로413번길 13, (상대원동)",1,37.4342681,127.162672,2018.4.1,경기도 성남시 중원구 상대원1동 1692,,,,,,,,,,,
"경기도 성남시 중원구 희망로360번길 7, (상대원동)",1,37.438043,127.1589144,2018.4.1,경기도 성남시 중원구 상대원2동 2996-30,,,,,,,,,,,
"경기도 성남시 중원구 박석로86번길 14, (상대원동)",1,37.4407817,127.1660823,2018.4.1,경기도 성남시 중원구 상대원3동 836,,,,,,,,,,,
