,gid,lon,lat,인구_전체,인구_여자,인구_남자,유소년_전체,유소년_여자,유소년_남자,고령_전체,고령_여자,고령_남자,건축물수,공동주택수,단독주택수,사용승인일,cctv,보안등,security,security_encoded
2889,ㅼㅤㄱㅝㅀ671405,127.1285329,37.4635748,367.0,152.0,215.0,31.0,12.0,19.0,39.0,18.0,21.0,19.0,1.0,18.0,2006.95,1,0,1,1
2890,ㅼㅤㄱㅝㅀ674387,127.1320048,37.44736103,561.0,275.0,286.0,24.0,11.0,13.0,147.0,87.0,60.0,111.0,1.0,107.0,1989.32,0,20,20,1
2893,ㅼㅤㄱㅝㅀ691369,127.1512991,37.43119484,133.0,70.0,63.0,0.0,0.0,0.0,38.0,23.0,15.0,7.0,2.0,3.0,1992.14,1,2,3,1
2898,ㅼㅤㄱㅝㅀ677368,127.1354794,37.43024574,470.0,244.0,226.0,27.0,14.0,13.0,138.0,83.0,55.0,46.0,7.0,34.0,1996.16,1,13,14,1
2904,ㅼㅤㄱㅝㅀ697375,127.1580563,37.43662282,72.0,36.0,36.0,7.0,0.0,0.0,16.0,8.0,8.0,28.0,1.0,7.0,1983.15,1,4,5,1
2912,ㅼㅤㄱㅝㅀ697381,127.1580317,37.44203098,552.0,301.0,251.0,60.0,42.0,18.0,71.0,38.0,33.0,12.0,4.0,8.0,1996.08,1,0,1,1
2913,ㅼㅤㄱㅝㅀ697399,127.1579578,37.45825542,625.0,330.0,295.0,36.0,18.0,18.0,140.0,86.0,54.0,46.0,33.0,10.0,1992.5,2,8,10,1
2914,ㅼㅤㄱㅝㅀ687364,127.1467991,37.42667462,168.0,75.0,93.0,0.0,0.0,0.0,30.0,15.0,15.0,12.0,2.0,8.0,1995.75,1,7,8,1
2921,ㅼㅤㄱㅝㅀ668385,127.1252306,37.445537,259.0,121.0,138.0,0.0,0.0,0.0,61.0,36.0,25.0,20.0,4.0,16.0,1994.3,0,5,5,1
2927,ㅼㅤㄱㅝㅀ679342,127.1378529,37.4068173,227.0,106.0,121.0,18.0,9.0,9.0,36.0,22.0,14.0,15.0,3.0,7.0,2006.27,1,6,7,1
2928,ㅼㅤㄱㅝㅀ694380,127.1546445,37.44111976,336.0,152.0,184.0,8.0,0.0,6.0,124.0,68.0,56.0,57.0,1.0,55.0,1987.86,2,16,18,1
2933,ㅼㅤㄱㅝㅀ704392,127.1659008,37.45196856,417.0,220.0,197.0,29.0,13.0,16.0,68.0,42.0,26.0,26.0,21.0,5.0,1994.15,2,5,7,1
2941,ㅼㅤㄱㅝㅀ673374,127.1309318,37.43563986,273.0,130.0,143.0,13.0,7.0,6.0,70.0,40.0,30.0,61.0,1.0,59.0,1990.0,1,7,8,1
2945,ㅼㅤㄱㅝㅀ683306,127.1425267,37.37438189,216.0,111.0,105.0,33.0,17.0,16.0,31.0,19.0,12.0,5.0,2.0,2.0,1995.0,0,0,0,0
2946,ㅼㅤㄱㅝㅀ700396,127.1613621,37.45556112,223.0,127.0,96.0,11.0,6.0,0.0,60.0,40.0,20.0,21.0,4.0,12.0,1989.24,1,8,9,1
2948,ㅼㅤㄱㅝㅀ626328,127.078038,37.39399971,115.0,55.0,60.0,8.0,0.0,0.0,14.0,7.0,7.0,25.0,1.0,24.0,2013.28,4,0,4,1
2951,ㅼㅤㄱㅝㅀ677384,127.1354095,37.44466747,349.0,172.0,177.0,16.0,8.0,8.0,76.0,42.0,34.0,34.0,10.0,13.0,1991.62,0,4,4,1
2962,ㅼㅤㄱㅝㅀ673368,127.1309583,37.43023171,531.0,283.0,248.0,22.0,11.0,11.0,132.0,71.0,61.0,23.0,17.0,2.0,2001.27,1,11,12,1
2967,ㅼㅤㄱㅝㅀ702372,127.1637203,37.43393495,395.0,177.0,218.0,38.0,17.0,21.0,49.0,21.0,28.0,30.0,7.0,13.0,1994.87,0,6,6,1
2973,ㅼㅤㄱㅝㅀ699377,127.1603089,37.43843206,406.0,200.0,206.0,36.0,13.0,23.0,71.0,42.0,29.0,29.0,7.0,10.0,1992.69,1,6,7,1
2981,ㅼㅤㄱㅝㅀ695400,127.1556923,37.45915021,79.0,39.0,40.0,0.0,0.0,0.0,12.0,6.0,6.0,5.0,3.0,2.0,1992.2,0,1,1,1
2987,ㅼㅤㄱㅝㅀ699395,127.1602355,37.45465652,156.0,79.0,77.0,0.0,0.0,0.0,40.0,20.0,20.0,27.0,1.0,5.0,1992.44,0,4,4,1
2989,ㅼㅤㄱㅝㅀ676345,127.13445,37.40951096,134.0,64.0,70.0,7.0,0.0,0.0,30.0,16.0,14.0,7.0,1.0,6.0,1994.86,0,2,2,1
2997,ㅼㅤㄱㅝㅀ698373,127.1591948,37.43482336,447.0,214.0,233.0,24.0,10.0,14.0,117.0,65.0,52.0,47.0,9.0,30.0,1990.36,2,15,17,1
3004,ㅼㅤㄱㅝㅀ709392,127.1715538,37.4519844,143.0,74.0,69.0,10.0,0.0,6.0,28.0,16.0,12.0,11.0,6.0,4.0,1992.82,0,4,4,1
3008,ㅼㅤㄱㅝㅀ696371,127.1569424,37.4330141,903.0,440.0,463.0,84.0,38.0,46.0,127.0,61.0,66.0,6.0,3.0,1.0,2003.17,0,0,0,0
3018,ㅼㅤㄱㅝㅀ699381,127.1602926,37.4420375,555.0,275.0,280.0,51.0,20.0,31.0,105.0,55.0,50.0,14.0,9.0,4.0,1995.46,0,1,1,1
3020,ㅼㅤㄱㅝㅀ703387,127.1647903,37.44745856,412.0,206.0,206.0,22.0,11.0,11.0,79.0,42.0,37.0,33.0,9.0,23.0,1991.64,0,8,8,1
3022,ㅼㅤㄱㅝㅀ706400,127.1681301,37.4591858,216.0,113.0,103.0,19.0,10.0,9.0,43.0,27.0,16.0,5.0,3.0,1.0,1998.2,1,2,3,1
3025,ㅼㅤㄱㅝㅀ644274,127.0986324,37.34539685,93.0,43.0,50.0,0.0,0.0,0.0,26.0,13.0,13.0,5.0,3.0,1.0,2006.8,0,1,1,1
3029,ㅼㅤㄱㅝㅀ644303,127.0984932,37.37153646,80.0,43.0,37.0,0.0,0.0,0.0,37.0,20.0,17.0,9.0,4.0,5.0,2004.0,0,0,0,0
3033,ㅼㅤㄱㅝㅀ681381,127.1399444,37.44197726,454.0,210.0,244.0,28.0,15.0,13.0,106.0,54.0,52.0,78.0,3.0,67.0,1989.62,1,27,28,1
3044,ㅼㅤㄱㅝㅀ698399,127.1590885,37.45825869,19.0,9.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,1991.0,0,0,0,0
3049,ㅼㅤㄱㅝㅀ649367,127.1038366,37.42924256,88.0,43.0,45.0,7.0,0.0,0.0,12.0,6.0,6.0,10.0,2.0,8.0,2013.0,0,0,0,0
3052,ㅼㅤㄱㅝㅀ656272,127.1121897,37.34363929,87.0,50.0,37.0,0.0,0.0,0.0,37.0,21.0,16.0,6.0,3.0,3.0,1995.67,0,2,2,1
3054,ㅼㅤㄱㅝㅀ696379,127.1569095,37.44022498,200.0,93.0,107.0,13.0,6.0,7.0,38.0,18.0,20.0,20.0,8.0,11.0,1991.9,1,8,9,1
3060,ㅼㅤㄱㅝㅀ676375,127.1343185,37.43655176,400.0,205.0,195.0,31.0,15.0,16.0,71.0,39.0,32.0,66.0,4.0,56.0,1990.38,1,10,11,1
3061,ㅼㅤㄱㅝㅀ683378,127.1422182,37.43928005,350.0,162.0,188.0,6.0,0.0,0.0,91.0,56.0,35.0,60.0,1.0,51.0,1988.47,0,19,19,1
3065,ㅼㅤㄱㅝㅀ704381,127.1659449,37.44205361,377.0,190.0,187.0,25.0,14.0,11.0,92.0,46.0,46.0,45.0,5.0,27.0,1993.18,0,8,8,1
3084,ㅼㅤㄱㅝㅀ696381,127.1569012,37.4420277,633.0,313.0,320.0,35.0,16.0,19.0,178.0,91.0,87.0,72.0,23.0,46.0,1992.01,1,15,16,1
3089,ㅼㅤㄱㅝㅀ670382,127.127505,37.44284008,202.0,106.0,96.0,9.0,8.0,0.0,41.0,26.0,15.0,28.0,2.0,21.0,1991.54,2,2,4,1
3096,ㅼㅤㄱㅝㅀ671379,127.1286488,37.44013957,404.0,181.0,223.0,22.0,12.0,10.0,96.0,38.0,58.0,15.0,4.0,3.0,1989.8,1,3,4,1
3099,ㅼㅤㄱㅝㅀ672386,127.1297481,37.44645261,451.0,217.0,234.0,30.0,14.0,16.0,113.0,60.0,53.0,52.0,9.0,39.0,1990.29,1,7,8,1
3100,ㅼㅤㄱㅝㅀ670318,127.1277905,37.38515299,88.0,47.0,41.0,15.0,0.0,11.0,9.0,6.0,0.0,2.0,1.0,1.0,1994.0,0,0,0,0
3105,ㅼㅤㄱㅝㅀ698376,127.1591826,37.43752744,298.0,163.0,135.0,21.0,7.0,14.0,55.0,33.0,22.0,26.0,7.0,10.0,1995.96,1,3,4,1
3113,ㅼㅤㄱㅝㅀ656305,127.1120366,37.37338443,190.0,96.0,94.0,16.0,0.0,11.0,32.0,22.0,10.0,18.0,4.0,14.0,1994.94,0,0,0,0
3117,ㅼㅤㄱㅝㅀ698372,127.1591989,37.433922,91.0,45.0,46.0,0.0,0.0,0.0,16.0,8.0,8.0,13.0,2.0,1.0,1992.92,0,1,1,1
3125,ㅼㅤㄱㅝㅀ704375,127.1659689,37.43664544,380.0,176.0,204.0,33.0,18.0,15.0,60.0,32.0,28.0,44.0,5.0,33.0,1989.55,0,12,12,1
3126,ㅼㅤㄱㅝㅀ685368,127.1445217,37.43027328,510.0,246.0,264.0,79.0,34.0,45.0,76.0,39.0,37.0,30.0,13.0,12.0,1995.77,1,9,10,1
3137,ㅼㅤㄱㅝㅀ706392,127.168162,37.45197493,1013.0,525.0,488.0,59.0,26.0,33.0,183.0,108.0,75.0,70.0,52.0,15.0,1993.47,0,10,10,1
3144,ㅼㅤㄱㅝㅀ700400,127.1613458,37.45916655,139.0,68.0,71.0,23.0,13.0,10.0,22.0,14.0,8.0,14.0,2.0,12.0,1986.0,1,2,3,1
3157,ㅼㅤㄱㅝㅀ679383,127.1376748,37.44377307,472.0,245.0,227.0,35.0,15.0,20.0,107.0,61.0,46.0,36.0,15.0,11.0,1996.22,1,7,8,1
3160,ㅼㅤㄱㅝㅀ680381,127.138814,37.44197381,533.0,268.0,265.0,27.0,14.0,13.0,131.0,75.0,56.0,98.0,2.0,77.0,1988.99,0,28,28,1
3162,ㅼㅤㄱㅝㅀ680367,127.1388746,37.42935479,276.0,148.0,128.0,18.0,13.0,0.0,68.0,38.0,30.0,15.0,1.0,10.0,1984.53,0,3,3,1
3164,ㅼㅤㄱㅝㅀ703397,127.1647501,37.45647215,496.0,261.0,235.0,28.0,13.0,15.0,135.0,82.0,53.0,35.0,22.0,7.0,1994.74,0,4,4,1
3165,ㅼㅤㄱㅝㅀ677374,127.1354532,37.43565389,503.0,253.0,250.0,24.0,18.0,6.0,104.0,57.0,47.0,82.0,5.0,76.0,1990.98,1,20,21,1
3170,ㅼㅤㄱㅝㅀ681388,127.1399142,37.44828676,535.0,280.0,255.0,40.0,21.0,19.0,144.0,94.0,50.0,108.0,1.0,100.0,1988.56,1,13,14,1
3175,ㅼㅤㄱㅝㅀ653317,127.1085921,37.38418963,159.0,83.0,76.0,28.0,17.0,11.0,12.0,0.0,7.0,9.0,2.0,6.0,2012.44,1,2,3,1
3188,ㅼㅤㄱㅝㅀ624327,127.0757836,37.39309026,339.0,168.0,171.0,50.0,22.0,28.0,36.0,19.0,17.0,6.0,2.0,4.0,2009.5,2,0,2,1
3193,ㅼㅤㄱㅝㅀ701396,127.1624928,37.45556435,365.0,185.0,180.0,12.0,6.0,6.0,96.0,60.0,36.0,31.0,15.0,8.0,1992.71,1,3,4,1
3197,ㅼㅤㄱㅝㅀ699385,127.1602763,37.44564293,619.0,299.0,320.0,34.0,14.0,20.0,131.0,70.0,61.0,49.0,6.0,34.0,1994.0,0,7,7,1
3201,ㅼㅤㄱㅝㅀ678383,127.1365443,37.44376959,459.0,244.0,215.0,29.0,19.0,10.0,115.0,71.0,44.0,40.0,13.0,20.0,1992.28,1,11,12,1
3204,ㅼㅤㄱㅝㅀ671385,127.1286221,37.44554771,437.0,205.0,232.0,26.0,12.0,14.0,118.0,72.0,46.0,89.0,1.0,86.0,1989.03,0,20,20,1
3209,ㅼㅤㄱㅝㅀ685389,127.1444321,37.44920181,438.0,218.0,220.0,40.0,16.0,24.0,92.0,56.0,36.0,25.0,9.0,15.0,1992.6,1,10,11,1
3217,ㅼㅤㄱㅝㅀ717374,127.1806676,37.43578469,327.0,163.0,164.0,26.0,7.0,19.0,86.0,53.0,33.0,17.0,10.0,7.0,2000.71,0,4,4,1
3227,ㅼㅤㄱㅝㅀ654275,127.1099177,37.34633598,400.0,204.0,196.0,34.0,16.0,18.0,56.0,27.0,29.0,21.0,8.0,9.0,1995.86,2,1,3,1
3232,ㅼㅤㄱㅝㅀ674369,127.1320842,37.4311366,408.0,196.0,212.0,19.0,8.0,11.0,107.0,58.0,49.0,38.0,6.0,22.0,1994.58,0,7,7,1
3235,ㅼㅤㄱㅝㅀ680377,127.1388313,37.43836838,319.0,145.0,174.0,12.0,0.0,7.0,53.0,25.0,28.0,46.0,3.0,40.0,1990.41,2,8,10,1
3238,ㅼㅤㄱㅝㅀ671381,127.1286399,37.44194228,552.0,254.0,298.0,26.0,14.0,12.0,124.0,73.0,51.0,57.0,2.0,45.0,1991.35,1,13,14,1
3241,ㅼㅤㄱㅝㅀ674381,127.1320313,37.44195289,225.0,110.0,115.0,10.0,8.0,0.0,68.0,31.0,37.0,27.0,1.0,20.0,1986.73,1,12,13,1
3242,ㅼㅤㄱㅝㅀ681373,127.139979,37.43476639,465.0,234.0,231.0,58.0,34.0,24.0,65.0,32.0,33.0,15.0,5.0,5.0,1993.8,0,4,4,1
3245,ㅼㅤㄱㅝㅀ677318,127.1356977,37.38517762,276.0,111.0,165.0,13.0,0.0,8.0,48.0,25.0,23.0,14.0,8.0,5.0,2002.79,1,2,3,1
3252,ㅼㅤㄱㅝㅀ670370,127.1275586,37.4320238,446.0,215.0,231.0,16.0,7.0,9.0,141.0,73.0,68.0,42.0,6.0,26.0,1996.55,0,10,10,1
3267,ㅼㅤㄱㅝㅀ670371,127.1275541,37.43292515,220.0,102.0,118.0,0.0,0.0,0.0,52.0,31.0,21.0,19.0,3.0,11.0,1992.72,0,5,5,1
3274,ㅼㅤㄱㅝㅀ687406,127.1466211,37.46453164,170.0,89.0,81.0,22.0,10.0,12.0,17.0,8.0,9.0,7.0,1.0,5.0,2017.86,0,0,0,0
3279,ㅼㅤㄱㅝㅀ674372,127.132071,37.43384067,93.0,34.0,59.0,0.0,0.0,0.0,16.0,7.0,9.0,13.0,1.0,3.0,1995.75,0,1,1,1
3281,ㅼㅤㄱㅝㅀ678318,127.1368273,37.38518109,198.0,84.0,114.0,20.0,11.0,9.0,26.0,9.0,17.0,8.0,1.0,5.0,2008.75,0,2,2,1
3308,ㅼㅤㄱㅝㅀ609326,127.0588433,37.3921269,166.0,88.0,78.0,25.0,11.0,14.0,23.0,16.0,7.0,18.0,9.0,3.0,2005.72,0,6,6,1
3309,ㅼㅤㄱㅝㅀ678374,127.1365836,37.43565738,60.0,26.0,34.0,0.0,0.0,0.0,13.0,6.0,7.0,10.0,1.0,8.0,1992.6,1,3,4,1
3313,ㅼㅤㄱㅝㅀ703371,127.1648546,37.4330368,290.0,130.0,160.0,15.0,10.0,0.0,41.0,21.0,20.0,17.0,4.0,7.0,1991.18,2,4,6,1
3315,ㅼㅤㄱㅝㅀ651358,127.1061396,37.4211379,47.0,23.0,24.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,1.0,1.0,1997.25,0,0,0,0
3318,ㅼㅤㄱㅝㅀ669369,127.1264328,37.43111887,276.0,124.0,152.0,21.0,9.0,12.0,67.0,35.0,32.0,30.0,3.0,24.0,1996.87,0,11,11,1
3320,ㅼㅤㄱㅝㅀ646309,127.1007233,37.37695229,21.0,13.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1999.5,0,1,1,1
3324,ㅼㅤㄱㅝㅀ639303,127.0928462,37.37151716,98.0,53.0,45.0,0.0,0.0,0.0,34.0,19.0,15.0,6.0,5.0,1.0,2006.0,0,2,2,1
3329,ㅼㅤㄱㅝㅀ697379,127.1580399,37.44022826,258.0,117.0,141.0,10.0,6.0,0.0,82.0,42.0,40.0,37.0,7.0,30.0,1991.32,1,7,8,1
3331,ㅼㅤㄱㅝㅀ703390,127.1647782,37.45016264,411.0,197.0,214.0,32.0,15.0,17.0,81.0,38.0,43.0,36.0,13.0,15.0,1990.39,0,8,8,1
3336,ㅼㅤㄱㅝㅀ675320,127.1334298,37.38697337,37.0,15.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,2002.5,0,0,0,0
3341,ㅼㅤㄱㅝㅀ655352,127.1106881,37.41574473,60.0,26.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,2009.6,0,1,1,1
3350,ㅼㅤㄱㅝㅀ654273,127.109927,37.34453324,153.0,75.0,78.0,8.0,0.0,0.0,35.0,18.0,17.0,17.0,5.0,12.0,1996.06,0,0,0,0
3357,ㅼㅤㄱㅝㅀ681375,127.1399703,37.43656911,92.0,44.0,48.0,15.0,0.0,12.0,11.0,0.0,7.0,6.0,2.0,1.0,2001.67,0,4,4,1
3358,ㅼㅤㄱㅝㅀ706398,127.1681381,37.45738308,287.0,144.0,143.0,26.0,10.0,16.0,69.0,39.0,30.0,25.0,14.0,8.0,1991.16,1,3,4,1
3359,ㅼㅤㄱㅝㅀ680372,127.1388529,37.43386159,140.0,69.0,71.0,14.0,10.0,0.0,34.0,18.0,16.0,11.0,3.0,6.0,1993.64,1,4,5,1
3362,ㅼㅤㄱㅝㅀ670387,127.1274826,37.44734686,229.0,111.0,118.0,8.0,6.0,0.0,30.0,18.0,12.0,27.0,1.0,12.0,1993.19,1,8,9,1
3372,ㅼㅤㄱㅝㅀ684379,127.1433443,37.44018483,467.0,227.0,240.0,17.0,9.0,8.0,119.0,65.0,54.0,81.0,1.0,67.0,1989.51,0,27,27,1
3377,ㅼㅤㄱㅝㅀ681386,127.1399228,37.44648405,461.0,233.0,228.0,40.0,22.0,18.0,84.0,51.0,33.0,40.0,5.0,31.0,1994.75,0,10,10,1
3384,ㅼㅤㄱㅝㅀ684382,127.1433315,37.4428889,506.0,232.0,274.0,63.0,29.0,34.0,64.0,28.0,36.0,37.0,3.0,18.0,1991.65,0,9,9,1
3385,ㅼㅤㄱㅝㅀ699389,127.16026,37.44924837,513.0,242.0,271.0,19.0,10.0,9.0,123.0,57.0,66.0,68.0,3.0,58.0,1990.0,2,15,17,1
3388,ㅼㅤㄱㅝㅀ646304,127.1007472,37.37244547,28.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2013.5,0,0,0,0
3396,ㅼㅤㄱㅝㅀ703395,127.1647581,37.45466943,372.0,182.0,190.0,29.0,16.0,13.0,64.0,34.0,30.0,25.0,19.0,6.0,1990.72,0,7,7,1
3398,ㅼㅤㄱㅝㅀ682384,127.141062,37.44468477,846.0,435.0,411.0,103.0,47.0,56.0,135.0,76.0,59.0,21.0,8.0,11.0,1994.71,1,4,5,1
3406,ㅼㅤㄱㅝㅀ672332,127.1299877,37.39777919,77.0,36.0,41.0,7.0,0.0,0.0,11.0,7.0,0.0,13.0,1.0,4.0,2003.62,0,7,7,1
3409,ㅼㅤㄱㅝㅀ700377,127.1614393,37.4384353,601.0,299.0,302.0,48.0,24.0,24.0,112.0,65.0,47.0,63.0,10.0,47.0,1990.27,1,11,12,1
3410,ㅼㅤㄱㅝㅀ673333,127.1311131,37.39868408,150.0,81.0,69.0,16.0,7.0,9.0,23.0,9.0,14.0,11.0,3.0,3.0,2005.73,0,4,4,1
3412,ㅼㅤㄱㅝㅀ704400,127.1658687,37.45917942,345.0,179.0,166.0,26.0,18.0,8.0,88.0,50.0,38.0,27.0,10.0,9.0,1994.3,1,5,6,1
3414,ㅼㅤㄱㅝㅀ680385,127.1387966,37.44557924,300.0,152.0,148.0,13.0,0.0,9.0,91.0,53.0,38.0,28.0,8.0,18.0,1993.85,0,8,8,1
3424,ㅼㅤㄱㅝㅀ615327,127.0656162,37.39305335,61.0,30.0,31.0,6.0,0.0,0.0,6.0,0.0,0.0,4.0,1.0,3.0,2015.25,1,0,1,1
3431,ㅼㅤㄱㅝㅀ680390,127.138775,37.45008602,511.0,242.0,269.0,16.0,9.0,7.0,117.0,66.0,51.0,97.0,4.0,92.0,1989.66,1,17,18,1
3432,ㅼㅤㄱㅝㅀ681366,127.1400092,37.42845688,138.0,65.0,73.0,6.0,0.0,0.0,29.0,13.0,16.0,14.0,4.0,3.0,1995.64,0,2,2,1
3435,ㅼㅤㄱㅝㅀ706393,127.168158,37.45287629,268.0,131.0,137.0,17.0,7.0,10.0,39.0,22.0,17.0,20.0,14.0,2.0,1996.95,1,4,5,1
3437,ㅼㅤㄱㅝㅀ698385,127.1591458,37.44563968,483.0,256.0,227.0,20.0,11.0,9.0,134.0,85.0,49.0,53.0,2.0,37.0,1991.35,0,13,13,1
3444,ㅼㅤㄱㅝㅀ668353,127.1253743,37.41669355,218.0,120.0,98.0,28.0,15.0,13.0,32.0,18.0,14.0,7.0,1.0,5.0,2005.71,3,0,3,1
3468,ㅼㅤㄱㅝㅀ631373,127.083462,37.43458074,56.0,29.0,27.0,0.0,0.0,0.0,15.0,7.0,8.0,14.0,1.0,12.0,2004.79,0,8,8,1
3469,ㅼㅤㄱㅝㅀ695397,127.1557047,37.45644614,168.0,87.0,81.0,13.0,8.0,0.0,34.0,17.0,17.0,8.0,7.0,1.0,1996.38,2,2,4,1
3470,ㅼㅤㄱㅝㅀ706381,127.1682058,37.44205997,346.0,165.0,181.0,20.0,7.0,13.0,104.0,59.0,45.0,53.0,1.0,43.0,1988.6,1,18,19,1
3478,ㅼㅤㄱㅝㅀ703386,127.1647943,37.4465572,398.0,192.0,206.0,43.0,15.0,28.0,70.0,42.0,28.0,33.0,5.0,15.0,1995.45,2,4,6,1
3481,ㅼㅤㄱㅝㅀ701376,127.1625737,37.43753717,518.0,244.0,274.0,31.0,19.0,12.0,97.0,52.0,45.0,87.0,8.0,73.0,1989.38,1,20,21,1
3482,ㅼㅤㄱㅝㅀ675317,127.1334429,37.38426927,57.0,33.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,2.0,2.0,2002.67,1,0,1,1
3517,ㅼㅤㄱㅝㅀ676383,127.1342834,37.44376262,342.0,176.0,166.0,22.0,10.0,12.0,77.0,43.0,34.0,27.0,6.0,17.0,1994.0,0,7,7,1
3521,ㅼㅤㄱㅝㅀ669380,127.1263835,37.4410338,464.0,216.0,248.0,18.0,8.0,10.0,111.0,60.0,51.0,61.0,2.0,44.0,1990.67,1,8,9,1
3530,ㅼㅤㄱㅝㅀ682374,127.141105,37.43567119,609.0,293.0,316.0,52.0,28.0,24.0,66.0,35.0,31.0,19.0,6.0,5.0,1997.53,0,2,2,1
3532,ㅼㅤㄱㅝㅀ673381,127.1309008,37.44194936,310.0,163.0,147.0,8.0,0.0,6.0,86.0,55.0,31.0,66.0,1.0,54.0,1984.79,1,9,10,1
3540,ㅼㅤㄱㅝㅀ633325,127.0859609,37.39132358,159.0,82.0,77.0,16.0,10.0,6.0,29.0,13.0,16.0,3.0,1.0,2.0,2013.0,0,0,0,0
3541,ㅼㅤㄱㅝㅀ669385,127.1263611,37.44554058,263.0,114.0,149.0,0.0,0.0,0.0,65.0,37.0,28.0,36.0,2.0,31.0,1989.42,1,10,11,1
3542,ㅼㅤㄱㅝㅀ700399,127.1613499,37.45826519,533.0,276.0,257.0,59.0,31.0,28.0,116.0,65.0,51.0,41.0,11.0,28.0,1990.54,1,10,11,1
3565,ㅼㅤㄱㅝㅀ656274,127.1121804,37.34544203,98.0,51.0,47.0,8.0,0.0,0.0,21.0,13.0,8.0,6.0,1.0,3.0,1996.83,0,1,1,1
3566,ㅼㅤㄱㅝㅀ647390,127.1014661,37.4499661,95.0,41.0,54.0,0.0,0.0,0.0,19.0,9.0,10.0,15.0,2.0,8.0,2007.2,1,2,3,1
3571,ㅼㅤㄱㅝㅀ676385,127.1342746,37.44556533,278.0,130.0,148.0,20.0,13.0,7.0,64.0,37.0,27.0,29.0,4.0,12.0,1991.14,1,6,7,1
3577,ㅼㅤㄱㅝㅀ701379,127.1625616,37.44024125,161.0,79.0,82.0,17.0,11.0,6.0,29.0,13.0,16.0,26.0,1.0,8.0,1989.4,3,4,7,1
3578,ㅼㅤㄱㅝㅀ676324,127.1345419,37.39058233,86.0,44.0,42.0,0.0,0.0,0.0,19.0,11.0,8.0,6.0,4.0,1.0,2006.5,0,1,1,1
3584,ㅼㅤㄱㅝㅀ673353,127.1310247,37.41671132,289.0,150.0,139.0,41.0,16.0,25.0,46.0,29.0,17.0,3.0,1.0,2.0,1995.0,0,0,0,0
3591,ㅼㅤㄱㅝㅀ696403,127.1568106,37.46185757,212.0,113.0,99.0,8.0,6.0,0.0,70.0,46.0,24.0,4.0,2.0,1.0,1990.0,1,0,1,1
3594,ㅼㅤㄱㅝㅀ700381,127.161423,37.44204074,352.0,179.0,173.0,22.0,11.0,11.0,73.0,37.0,36.0,30.0,8.0,18.0,1993.5,0,5,5,1
3595,ㅼㅤㄱㅝㅀ669370,127.1264283,37.43202023,426.0,221.0,205.0,28.0,14.0,14.0,91.0,59.0,32.0,42.0,6.0,32.0,1999.98,1,12,13,1
3604,ㅼㅤㄱㅝㅀ684299,127.143686,37.36807572,122.0,65.0,57.0,0.0,0.0,0.0,18.0,11.0,7.0,8.0,1.0,7.0,2001.25,0,0,0,0
3612,ㅼㅤㄱㅝㅀ691368,127.1513033,37.43029348,131.0,60.0,71.0,16.0,10.0,6.0,19.0,10.0,9.0,20.0,3.0,3.0,1992.75,0,5,5,1
3614,ㅼㅤㄱㅝㅀ670386,127.1274871,37.44644551,197.0,89.0,108.0,8.0,0.0,0.0,40.0,24.0,16.0,20.0,4.0,12.0,1994.35,0,4,4,1
3615,ㅼㅤㄱㅝㅀ703400,127.164738,37.45917622,173.0,91.0,82.0,12.0,8.0,0.0,29.0,19.0,10.0,9.0,2.0,4.0,1996.89,0,2,2,1
3618,ㅼㅤㄱㅝㅀ717384,127.1806293,37.44479831,248.0,130.0,118.0,13.0,7.0,6.0,65.0,37.0,28.0,12.0,8.0,2.0,2003.5,0,4,4,1
3619,ㅼㅤㄱㅝㅀ703376,127.1648345,37.4375436,513.0,226.0,287.0,34.0,14.0,20.0,98.0,49.0,49.0,88.0,3.0,74.0,1988.32,1,14,15,1
3627,ㅼㅤㄱㅝㅀ645303,127.0996226,37.37154029,100.0,50.0,50.0,8.0,0.0,0.0,21.0,12.0,9.0,7.0,5.0,2.0,2004.43,0,0,0,0
3637,ㅼㅤㄱㅝㅀ689408,127.1488743,37.4663411,188.0,93.0,95.0,53.0,29.0,24.0,13.0,6.0,7.0,32.0,20.0,12.0,2016.78,0,0,0,0
3639,ㅼㅤㄱㅝㅀ705398,127.1670074,37.4573799,447.0,216.0,231.0,23.0,13.0,10.0,107.0,51.0,56.0,8.0,2.0,6.0,1991.43,2,2,4,1
3642,ㅼㅤㄱㅝㅀ668297,127.1256254,37.36621717,200.0,107.0,93.0,38.0,18.0,20.0,16.0,13.0,0.0,3.0,2.0,1.0,1995.0,0,0,0,0
3664,ㅼㅤㄱㅝㅀ672373,127.1298059,37.43473497,280.0,113.0,167.0,17.0,7.0,10.0,63.0,25.0,38.0,11.0,7.0,1.0,1995.91,0,7,7,1
